0.04365	8.852
0.19097	11.137
0.32847	13.706
0.51615	17.045
0.66457	19.733
0.86101	22.191
1.0018	25.132
1.2156	27.792
1.3892	29.715
1.6172	31.712
1.7809	33.782
1.854	34.056
1.9926	35.248
2.1127	36.621
2.2392	37.85
2.3156	37.523
2.4881	39.236
2.6561	40.65
2.8788	43.244
3.1079	43.837
4.2842	53.276
3.887	40.213
3.492	34.79
3.0315	28.419
2.6213	24.446
2.2022	20.087
1.7711	15.615
1.3313	10.403
0.96248	5.2209
0.63729	1.8393
0.41686	-0.99138
0.3241	-2.085
0.15605	-4.676
-0.080752	-7.7346
-0.35903	-11.43
-0.70167	-15.575
-1.0061	-19.084
-1.4088	-22.86
-1.8584	-28.095
-2.4204	-34.673
-4.2233	-48.748
-3.828	-36.418
-3.3284	-28.993
-2.8263	-23.623
-2.3604	-18.373
-1.8813	-13.393
-1.3313	-8.0553
-0.8861	-2.7164
-0.54671	0.89672
-0.39395	2.3073
-0.022916	7.2244
-0.022916	7.2244
0.97668	18.486
1.9533	27.013
2.9639	36.736
3.9502	46.924
5.0089	54.984
6.0957	60.545
7.0691	64.183
8.1516	68.009
9.2232	70.144
10.347	71.038
9.4742	53.517
8.4485	43.717
7.3442	34.887
6.349	28.089
5.2403	20.527
4.2034	13.028
3.1778	6.2475
2.3506	0.6304
1.7373	-3.0323
0.68748	-11.181
-0.3634	-20.337
-1.4263	-28.443
-2.5535	-36.448
-3.6208	-44.571
-4.6639	-51.261
-5.7945	-57.533
-6.8857	-61.83
-8.0208	-64.837
-9.0988	-66.296
-10.288	-67.386
-9.2626	-50.332
-8.2128	-40.285
-7.1694	-31.942
-6.1176	-24.695
-5.0175	-17.749
-3.9502	-11.064
-2.8788	-4.2369
-2.0112	0.94347
-1.3193	5.5073
-0.29136	11.75
-0.29136	11.75
0.81298	18.255
1.8115	23.656
2.907	29.727
3.9853	35.564
5.0526	41.459
6.1524	48.054
7.2349	54.446
8.3045	60.149
9.3543	65.037
10.413	68.525
9.4305	53.908
8.4005	44.428
7.3137	36.074
6.2791	28.622
5.2271	21.657
4.1753	16.039
3.1298	9.5388
2.141	3.3335
1.4819	-1.0087
0.60127	-6.3561
-0.40267	-14.51
-1.5299	-20.411
-2.6495	-26.719
-3.6863	-33.342
-4.7993	-38.627
-5.9299	-45.265
-7.0124	-50.848
-8.0993	-57.057
-9.208	-62.084
-10.299	-66.341
-9.2735	-50.705
-8.2258	-41.245
-7.174	-32.951
-6.1087	-25.798
-4.9827	-19.093
-3.922	-13.004
-2.8481	-6.7039
-1.83	-0.45278
-1.2178	3.2528
-0.25753	9.1051
-0.25753	9.1051
1.8573	21.895
3.9809	33.151
6.1831	45.385
8.3307	57.756
10.5	68.445
12.682	72.697
13.632	73.427
14.505	73.151
15.509	73.031
16.436	73.151
17.375	72.995
18.302	73.089
19.23	72.929
20.18	73.284
21.118	72.831
22.045	72.359
19.983	48.882
17.855	34.273
15.618	22.593
13.403	13.318
11.297	4.7285
9.4851	-1.5718
7.4968	-6.4686
5.2532	-11.309
3.062	-16.441
0.75951	-21.396
-1.4328	-30.997
-3.6645	-39.308
-5.8514	-47.676
-8.0818	-55.554
-10.288	-63.111
-12.656	-65.407
-15.024	-65.545
-17.349	-66.216
-19.728	-66.688
-22.096	-65.838
-20.044	-42.922
-17.84	-28.957
-15.625	-18.471
-13.377	-9.7496
-11.194	-2.3313
-9.4699	2.9967
-7.3878	7.715
-5.1791	12.164
-2.9093	16.204
-0.62202	20.646
-0.62202	20.646
1.6227	27.227
3.8913	32.802
6.1394	38.949
8.3698	44.851
10.609	50.843
12.901	56.15
15.149	60.918
17.506	65.331
19.798	68.654
22.111	70.967
20.016	47.534
17.866	33.589
15.662	22.376
13.425	13.275
11.253	5.2792
9.3652	-0.34951
7.5014	-5.1043
5.284	-10.078
3.0229	-14.019
0.73769	-18.727
-1.5201	-25.519
-3.7757	-31.984
-6.0391	-38.268
-8.2652	-43.521
-10.496	-48.899
-12.853	-53.788
-15.134	-57.587
-17.491	-60.772
-19.826	-63.405
-22.128	-64.926
-20.055	-43.596
-17.851	-29.731
-15.668	-19.548
-13.388	-10.788
-11.172	-3.5987
-9.3172	2.071
-7.3571	6.707
-5.1397	11.406
-2.905	15.173
-0.5871	19.333
-0.5871	19.333
2.7826	28.23
6.1918	37.603
9.5507	46.075
13.01	54.01
16.404	60.861
19.906	67.15
23.399	70.633
27	71.603
30.731	72.315
34.354	72.373
31.059	39.308
27.633	22.697
24.097	10.262
20.9	0.59855
17.986	-5.1702
14.549	-11.247
11.068	-15.512
